id_coordenada;id_partida;id_usuario;objeto_colisionador;objeto_colisionado;x;y;fecha_hora
454;25;1;blanco;verde;702;22;2025-10-12 20:05:05
455;25;1;rojo;violeta;660;254;2025-10-12 20:05:07
456;25;1;rojo;amarillo;750;259;2025-10-12 20:05:07
457;25;1;blanco;azul;174;175;2025-10-12 20:05:08
458;25;1;blanco;violeta;627;345;2025-10-12 20:05:10
459;25;1;blanco;azul;441;422;2025-10-12 20:05:11
460;25;1;blanco;azul;46;19;2025-10-12 20:05:12
461;25;1;blanco;azul;300;194;2025-10-12 20:05:13
462;25;1;blanco;violeta;523;135;2025-10-12 20:05:15
463;25;1;rojo;violeta;394;173;2025-10-12 20:05:16
464;25;1;blanco;violeta;706;27;2025-10-12 20:05:19
465;25;1;blanco;violeta;363;204;2025-10-12 20:05:25
466;25;1;rojo;amarillo;217;40;2025-10-12 20:05:27
467;25;1;rojo;violeta;276;454;2025-10-12 20:05:29
468;25;1;blanco;azul;1;251;2025-10-12 20:05:29
469;25;1;rojo;amarillo;489;326;2025-10-12 20:05:29
470;25;1;rojo;violeta;468;257;2025-10-12 20:05:29
471;26;1;blanco;violeta;435;360;2025-10-12 20:06:27
472;26;1;blanco;verde;740;403;2025-10-12 20:06:33
473;26;1;blanco;verde;647;419;2025-10-12 20:06:33
474;26;1;blanco;violeta;514;457;2025-10-12 20:06:33
475;26;1;blanco;amarillo;481;535;2025-10-12 20:06:34
476;26;1;blanco;verde;473;497;2025-10-12 20:06:34
477;26;1;blanco;amarillo;298;412;2025-10-12 20:06:34
478;26;1;blanco;violeta;187;217;2025-10-12 20:06:34
479;26;1;blanco;violeta;267;238;2025-10-12 20:06:34
480;26;1;blanco;violeta;267;238;2025-10-12 20:06:35
481;26;1;blanco;amarillo;85;53;2025-10-12 20:06:35
482;26;1;rojo;verde;595;169;2025-10-12 20:06:36
483;26;1;blanco;azul;667;534;2025-10-12 20:06:37
484;26;1;rojo;verde;213;272;2025-10-12 20:06:38
485;26;1;blanco;violeta;599;290;2025-10-12 20:06:38
486;26;1;blanco;verde;357;48;2025-10-12 20:06:39
487;26;1;blanco;verde;285;133;2025-10-12 20:06:39
488;26;1;blanco;azul;41;412;2025-10-12 20:06:40
489;26;1;blanco;verde;596;59;2025-10-12 20:06:45
490;26;1;rojo;amarillo;189;24;2025-10-12 20:06:45
491;26;1;blanco;amarillo;551;20;2025-10-12 20:06:45
492;26;1;blanco;azul;685;85;2025-10-12 20:06:45
493;26;1;rojo;violeta;730;88;2025-10-12 20:06:45
494;26;1;rojo;verde;334;199;2025-10-12 20:06:46
495;26;1;blanco;verde;542;418;2025-10-12 20:06:46
496;26;1;rojo;verde;240;330;2025-10-12 20:06:47
497;26;1;rojo;violeta;198;530;2025-10-12 20:06:48
498;26;1;rojo;violeta;561;239;2025-10-12 20:06:50
499;26;1;blanco;violeta;217;330;2025-10-12 20:06:50
500;26;1;blanco;azul;332;292;2025-10-12 20:06:50
501;26;1;rojo;violeta;579;410;2025-10-12 20:06:50
502;26;1;rojo;amarillo;492;397;2025-10-12 20:06:51
503;26;1;rojo;amarillo;296;312;2025-10-12 20:06:52
504;26;1;blanco;amarillo;429;464;2025-10-12 20:06:52
505;26;1;rojo;violeta;133;124;2025-10-12 20:06:53
506;26;1;blanco;amarillo;94;344;2025-10-12 20:06:53
507;26;1;rojo;violeta;288;154;2025-10-12 20:06:54
508;26;1;blanco;violeta;55;125;2025-10-12 20:06:54
509;26;1;rojo;violeta;312;220;2025-10-12 20:06:54
510;26;1;rojo;amarillo;557;222;2025-10-12 20:06:55
511;26;1;blanco;violeta;357;148;2025-10-12 20:06:55
512;26;1;rojo;verde;726;368;2025-10-12 20:06:55
513;26;1;blanco;verde;422;213;2025-10-12 20:06:55
514;26;1;rojo;azul;744;417;2025-10-12 20:06:56
515;27;6;blanco;azul;606;350;2025-10-12 20:14:30
516;27;6;blanco;verde;683;261;2025-10-12 20:14:31
517;27;6;blanco;verde;356;72;2025-10-12 20:14:32
518;27;6;rojo;amarillo;372;416;2025-10-12 20:14:33
519;27;6;rojo;violeta;168;22;2025-10-12 20:14:34
520;27;6;rojo;verde;142;205;2025-10-12 20:14:37
521;27;6;blanco;azul;237;462;2025-10-12 20:14:37
522;27;6;blanco;azul;29;257;2025-10-12 20:14:38
523;27;6;blanco;azul;705;431;2025-10-12 20:14:41
524;27;6;rojo;verde;667;65;2025-10-12 20:14:42
525;27;6;blanco;verde;132;329;2025-10-12 20:14:44
526;27;6;blanco;azul;225;453;2025-10-12 20:14:44
527;27;6;rojo;amarillo;662;178;2025-10-12 20:14:44
528;27;6;rojo;violeta;408;28;2025-10-12 20:14:46
529;27;6;blanco;verde;716;21;2025-10-12 20:14:46
530;27;6;blanco;amarillo;346;312;2025-10-12 20:14:47
531;27;6;blanco;violeta;2;467;2025-10-12 20:14:48
532;27;6;blanco;azul;154;335;2025-10-12 20:14:49
533;27;6;blanco;amarillo;715;352;2025-10-12 20:14:51
534;27;6;rojo;azul;707;523;2025-10-12 20:14:51
535;27;6;rojo;azul;214;486;2025-10-12 20:14:54
536;27;6;blanco;verde;476;258;2025-10-12 20:14:57
537;27;6;blanco;amarillo;593;111;2025-10-12 20:14:57
538;28;1;blanco;violeta;540;405;2025-10-12 20:35:07
539;28;1;blanco;violeta;559;418;2025-10-12 20:35:07
540;28;1;blanco;azul;162;228;2025-10-12 20:35:08
541;29;7;rojo;verde;30;12;2025-10-12 21:27:02
542;29;7;blanco;amarillo;206;193;2025-10-12 21:27:02
543;29;7;blanco;violeta;531;399;2025-10-12 21:27:03
544;29;7;blanco;azul;672;410;2025-10-12 21:27:04
545;29;7;blanco;azul;712;197;2025-10-12 21:27:04
546;29;7;blanco;violeta;197;184;2025-10-12 21:27:06
547;30;1;blanco;azul;197;437;2025-10-12 21:41:21
548;30;1;blanco;violeta;444;501;2025-10-12 21:41:21
549;30;1;blanco;verde;69;441;2025-10-12 21:41:24
550;30;1;blanco;azul;225;284;2025-10-12 21:41:25
551;30;1;blanco;amarillo;726;330;2025-10-12 21:41:27
552;30;1;blanco;verde;597;432;2025-10-12 21:41:28
553;30;1;blanco;violeta;70;109;2025-10-12 21:41:30
554;30;1;blanco;amarillo;212;24;2025-10-12 21:41:30
555;30;1;blanco;violeta;182;120;2025-10-12 21:41:30
556;30;1;blanco;amarillo;530;373;2025-10-12 21:41:31
557;30;1;blanco;violeta;728;539;2025-10-12 21:41:32
558;30;1;blanco;azul;530;221;2025-10-12 21:41:33
559;30;1;blanco;azul;308;279;2025-10-12 21:41:34
560;30;1;blanco;azul;186;46;2025-10-12 21:41:34
561;30;1;blanco;violeta;507;79;2025-10-12 21:41:38
562;30;1;blanco;amarillo;622;262;2025-10-12 21:41:39
563;30;1;blanco;violeta;212;514;2025-10-12 21:41:40
564;30;1;blanco;violeta;135;412;2025-10-12 21:41:40
565;30;1;blanco;azul;41;364;2025-10-12 21:41:41
566;30;1;blanco;violeta;581;133;2025-10-12 21:41:44
567;30;1;blanco;violeta;501;46;2025-10-12 21:41:44
568;30;1;blanco;verde;20;449;2025-10-12 21:41:46
569;30;1;blanco;verde;219;509;2025-10-12 21:41:47
570;30;1;blanco;azul;520;232;2025-10-12 21:41:48
571;30;1;blanco;amarillo;580;40;2025-10-12 21:41:48
572;30;1;blanco;azul;312;521;2025-10-12 21:41:50
573;31;1;blanco;verde;205;202;2025-10-12 21:56:49
574;31;1;blanco;amarillo;58;494;2025-10-12 21:56:50
575;31;1;blanco;verde;277;309;2025-10-12 21:56:51
576;31;1;blanco;amarillo;571;71;2025-10-12 21:56:52
577;31;1;blanco;verde;621;174;2025-10-12 21:56:53
578;31;1;blanco;azul;284;518;2025-10-12 21:56:54
579;31;1;blanco;verde;83;385;2025-10-12 21:56:54
580;31;1;rojo;azul;66;173;2025-10-12 21:56:54
581;31;1;rojo;azul;451;380;2025-10-12 21:56:56
582;31;1;blanco;verde;549;222;2025-10-12 21:56:56
583;31;1;blanco;violeta;640;388;2025-10-12 21:56:57
584;31;1;blanco;violeta;676;420;2025-10-12 21:56:57
585;31;1;blanco;violeta;442;276;2025-10-12 21:56:58
586;31;1;blanco;azul;356;219;2025-10-12 21:56:59
587;31;1;blanco;verde;123;221;2025-10-12 21:57:00
588;31;1;blanco;violeta;87;305;2025-10-12 21:57:00
589;31;1;rojo;violeta;632;182;2025-10-12 21:57:01
590;31;1;blanco;amarillo;730;319;2025-10-12 21:57:02
591;31;1;rojo;violeta;53;337;2025-10-12 21:57:02
592;31;1;blanco;azul;677;102;2025-10-12 21:57:03
593;31;1;rojo;violeta;206;479;2025-10-12 21:57:03
594;31;1;blanco;verde;340;120;2025-10-12 21:57:03
595;31;1;rojo;verde;511;113;2025-10-12 21:57:06
596;31;1;blanco;amarillo;345;422;2025-10-12 21:57:06
597;31;1;rojo;violeta;47;350;2025-10-12 21:57:09
598;31;1;rojo;azul;57;94;2025-10-12 21:57:09
599;31;1;rojo;violeta;335;35;2025-10-12 21:57:10
600;31;1;blanco;violeta;3;323;2025-10-12 21:57:10
601;31;1;rojo;amarillo;462;65;2025-10-12 21:57:10
602;31;1;rojo;verde;298;319;2025-10-12 21:57:11
603;31;1;blanco;verde;619;186;2025-10-12 21:57:12
604;31;1;blanco;amarillo;655;466;2025-10-12 21:57:13
605;31;1;blanco;verde;562;488;2025-10-12 21:57:13
606;31;1;rojo;azul;419;264;2025-10-12 21:57:14
607;31;1;blanco;azul;478;367;2025-10-12 21:57:14
608;31;1;blanco;verde;399;301;2025-10-12 21:57:14
609;31;1;rojo;amarillo;713;563;2025-10-12 21:57:16
610;31;1;rojo;azul;723;320;2025-10-12 21:57:16
611;31;1;blanco;amarillo;636;514;2025-10-12 21:57:17
612;31;1;rojo;azul;227;229;2025-10-12 21:57:17
613;32;1;blanco;amarillo;95;308;2025-10-12 22:19:48
614;32;1;rojo;amarillo;1007;261;2025-10-12 22:19:53
615;32;1;rojo;amarillo;642;441;2025-10-12 22:19:55
616;32;1;blanco;azul;250;247;2025-10-12 22:19:55
617;32;1;rojo;amarillo;30;573;2025-10-12 22:19:56
618;32;1;rojo;azul;202;17;2025-10-12 22:19:57
619;32;1;rojo;amarillo;1227;3;2025-10-12 22:19:59
620;32;1;rojo;violeta;1209;532;2025-10-12 22:19:59
621;32;1;rojo;verde;463;162;2025-10-12 22:20:00
622;32;1;rojo;violeta;156;395;2025-10-12 22:20:02
623;32;1;rojo;verde;21;484;2025-10-12 22:20:02
624;32;1;rojo;verde;26;496;2025-10-12 22:20:02
625;32;1;rojo;azul;124;446;2025-10-12 22:20:06
626;32;1;rojo;azul;173;38;2025-10-12 22:20:07
627;32;1;blanco;amarillo;1184;400;2025-10-12 22:20:08
628;32;1;rojo;verde;620;113;2025-10-12 22:20:08
629;32;1;rojo;verde;711;307;2025-10-12 22:20:09
630;32;1;rojo;verde;1096;651;2025-10-12 22:20:12
631;32;1;rojo;azul;840;571;2025-10-12 22:20:13
632;32;1;blanco;violeta;961;298;2025-10-12 22:20:17
633;32;1;blanco;violeta;1019;338;2025-10-12 22:20:17
634;32;1;blanco;violeta;1019;338;2025-10-12 22:20:17
635;32;1;rojo;amarillo;620;573;2025-10-12 22:20:17
636;33;1;blanco;amarillo;294;521;2025-10-13 00:33:06
637;33;1;blanco;amarillo;870;151;2025-10-13 00:33:08
638;33;1;blanco;amarillo;1120;53;2025-10-13 00:33:08
639;33;1;blanco;verde;910;499;2025-10-13 00:33:10
640;33;1;blanco;verde;574;562;2025-10-13 00:33:11
641;33;1;rojo;violeta;853;57;2025-10-13 00:33:15
642;33;1;rojo;violeta;511;219;2025-10-13 00:33:16
643;33;1;blanco;verde;1180;217;2025-10-13 00:33:17
644;33;1;rojo;violeta;603;417;2025-10-13 00:33:17
645;33;1;rojo;azul;1160;397;2025-10-13 00:33:18
646;33;1;rojo;azul;805;104;2025-10-13 00:33:20
647;33;1;rojo;azul;797;43;2025-10-13 00:33:21
648;33;1;rojo;azul;809;531;2025-10-13 00:33:21
649;33;1;blanco;violeta;297;110;2025-10-13 00:33:22
650;33;1;rojo;amarillo;305;646;2025-10-13 00:33:23
651;33;1;rojo;verde;338;432;2025-10-13 00:33:24
652;33;1;rojo;verde;546;465;2025-10-13 00:33:25
653;33;1;blanco;verde;1164;276;2025-10-13 00:33:25
654;33;1;blanco;violeta;978;154;2025-10-13 00:33:26
655;33;1;rojo;azul;1080;319;2025-10-13 00:33:26
656;33;1;rojo;violeta;963;446;2025-10-13 00:33:29
657;33;1;rojo;violeta;902;300;2025-10-13 00:33:30
658;33;1;blanco;verde;192;247;2025-10-13 00:33:30
659;33;1;rojo;verde;298;458;2025-10-13 00:33:33
660;33;1;rojo;amarillo;476;683;2025-10-13 00:33:34
661;34;8;blanco;azul;1082;349;2025-10-13 00:34:58
662;34;8;blanco;amarillo;549;4;2025-10-13 00:35:03
663;34;8;blanco;verde;1227;644;2025-10-13 00:35:06
664;34;8;rojo;azul;31;239;2025-10-13 00:35:08
665;34;8;blanco;violeta;130;330;2025-10-13 00:35:09
666;34;8;rojo;violeta;1043;223;2025-10-13 00:35:14
667;34;8;blanco;azul;1042;264;2025-10-13 00:35:14
668;34;8;blanco;verde;998;333;2025-10-13 00:35:15
669;34;8;blanco;amarillo;815;581;2025-10-13 00:35:15
670;34;8;blanco;verde;444;531;2025-10-13 00:35:16
671;34;8;blanco;azul;368;667;2025-10-13 00:35:19
672;34;8;rojo;amarillo;872;632;2025-10-13 00:35:23
673;34;8;rojo;amarillo;159;55;2025-10-13 00:35:25
674;34;8;blanco;verde;1111;128;2025-10-13 00:35:26
675;35;1;rojo;azul;36;242;2025-10-13 00:45:42
676;35;1;blanco;amarillo;791;157;2025-10-13 00:45:43
677;35;1;blanco;verde;326;659;2025-10-13 00:45:44
678;35;1;rojo;verde;58;112;2025-10-13 00:45:44
679;35;1;rojo;azul;193;156;2025-10-13 00:45:44
680;35;1;rojo;verde;945;127;2025-10-13 00:45:45
681;35;1;rojo;verde;399;254;2025-10-13 00:45:47
682;35;1;rojo;violeta;276;313;2025-10-13 00:45:47
683;35;1;rojo;violeta;889;111;2025-10-13 00:45:49
684;35;1;rojo;verde;1227;139;2025-10-13 00:45:49
685;35;1;blanco;azul;708;27;2025-10-13 00:45:51
686;35;1;rojo;amarillo;1077;287;2025-10-13 00:45:53
687;35;1;rojo;violeta;443;314;2025-10-13 00:45:53
688;35;1;rojo;verde;329;195;2025-10-13 00:45:54
689;35;1;rojo;amarillo;1181;238;2025-10-13 00:45:55
690;35;1;rojo;violeta;1233;414;2025-10-13 00:45:55
691;35;1;rojo;azul;1212;673;2025-10-13 00:45:55
692;35;1;rojo;azul;331;520;2025-10-13 00:45:58
693;35;1;rojo;amarillo;585;444;2025-10-13 00:45:58
694;35;1;rojo;violeta;655;317;2025-10-13 00:45:59
695;35;1;blanco;azul;794;275;2025-10-13 00:45:59
696;35;1;blanco;verde;197;201;2025-10-13 00:46:01
697;35;1;rojo;violeta;551;422;2025-10-13 00:46:01
698;35;1;rojo;violeta;789;561;2025-10-13 00:46:02
699;35;1;rojo;verde;1107;283;2025-10-13 00:46:03
700;35;1;rojo;azul;1125;10;2025-10-13 00:46:04
701;35;1;rojo;amarillo;1189;39;2025-10-13 00:46:04
702;35;1;rojo;verde;767;486;2025-10-13 00:46:06
703;35;1;rojo;verde;812;609;2025-10-13 00:46:07
704;35;1;blanco;violeta;23;156;2025-10-13 00:46:10
705;36;1;blanco;azul;556;531;2025-10-13 00:46:33
706;36;1;rojo;verde;372;462;2025-10-13 00:46:34
707;36;1;rojo;azul;1064;474;2025-10-13 00:46:34
708;36;1;rojo;violeta;1102;518;2025-10-13 00:46:35
709;36;1;rojo;amarillo;1131;553;2025-10-13 00:46:35
710;36;1;blanco;verde;1168;137;2025-10-13 00:46:35
711;36;1;rojo;violeta;544;119;2025-10-13 00:46:38
712;36;1;rojo;violeta;921;335;2025-10-13 00:46:38
713;36;1;blanco;amarillo;119;379;2025-10-13 00:46:39
714;36;1;rojo;azul;1172;574;2025-10-13 00:46:40
715;36;1;rojo;amarillo;1229;371;2025-10-13 00:46:41
716;36;1;rojo;violeta;1080;390;2025-10-13 00:46:42
717;36;1;rojo;violeta;1017;476;2025-10-13 00:46:42
718;36;1;blanco;amarillo;897;610;2025-10-13 00:46:42
719;36;1;blanco;azul;896;152;2025-10-13 00:46:45
720;36;1;rojo;amarillo;299;303;2025-10-13 00:46:46
721;36;1;rojo;violeta;780;165;2025-10-13 00:46:48
722;36;1;rojo;verde;1187;37;2025-10-13 00:46:49
723;36;1;rojo;violeta;1087;408;2025-10-13 00:46:50
724;36;1;rojo;verde;253;346;2025-10-13 00:46:52
725;36;1;rojo;verde;278;257;2025-10-13 00:46:53
726;36;1;rojo;violeta;361;83;2025-10-13 00:46:54
727;36;1;blanco;violeta;150;399;2025-10-13 00:46:55
728;36;1;rojo;azul;40;249;2025-10-13 00:46:56
729;36;1;blanco;verde;219;525;2025-10-13 00:46:57
730;36;1;rojo;violeta;1097;252;2025-10-13 00:46:57
731;36;1;rojo;amarillo;925;216;2025-10-13 00:46:59
732;36;1;rojo;amarillo;931;384;2025-10-13 00:46:59
733;36;1;blanco;verde;266;383;2025-10-13 00:46:59
734;36;1;rojo;violeta;651;521;2025-10-13 00:47:00
735;36;1;rojo;azul;634;607;2025-10-13 00:47:00
736;37;1;rojo;amarillo;1119;452;2025-10-13 01:06:30
737;37;1;rojo;azul;1090;148;2025-10-13 01:06:30
738;37;1;blanco;verde;432;476;2025-10-13 01:06:31
739;37;1;rojo;azul;294;300;2025-10-13 01:06:33
740;37;1;blanco;amarillo;654;427;2025-10-13 01:06:36
741;37;1;rojo;violeta;199;470;2025-10-13 01:06:36
742;37;1;rojo;violeta;942;611;2025-10-13 01:06:37
743;37;1;rojo;verde;933;223;2025-10-13 01:06:38
744;37;1;blanco;amarillo;364;608;2025-10-13 01:06:39
745;37;1;blanco;amarillo;734;287;2025-10-13 01:06:41
746;37;1;blanco;amarillo;688;486;2025-10-13 01:06:52
747;37;1;blanco;amarillo;434;662;2025-10-13 01:06:53
748;37;1;rojo;amarillo;563;332;2025-10-13 01:06:53
749;37;1;rojo;azul;498;327;2025-10-13 01:06:55
750;38;1;blanco;azul;1022;413;2025-10-13 01:07:11
751;38;1;blanco;verde;1018;388;2025-10-13 01:07:12
752;38;1;blanco;verde;1217;194;2025-10-13 01:07:12
753;38;1;blanco;amarillo;1177;81;2025-10-13 01:07:13
754;38;1;blanco;azul;1087;73;2025-10-13 01:07:13
755;38;1;rojo;violeta;1106;577;2025-10-13 01:07:14
756;38;1;blanco;verde;732;235;2025-10-13 01:07:14
757;38;1;blanco;violeta;191;446;2025-10-13 01:07:16
758;38;1;blanco;verde;171;183;2025-10-13 01:07:17
759;38;1;blanco;amarillo;577;310;2025-10-13 01:07:18
760;38;1;rojo;azul;316;501;2025-10-13 01:07:19
761;38;1;blanco;azul;1085;596;2025-10-13 01:07:20
762;38;1;blanco;violeta;1059;539;2025-10-13 01:07:20
763;38;1;rojo;verde;974;304;2025-10-13 01:07:20
764;38;1;blanco;amarillo;1151;346;2025-10-13 01:07:21
765;38;1;rojo;violeta;727;362;2025-10-13 01:07:23
766;38;1;rojo;azul;129;218;2025-10-13 01:07:25
767;38;1;rojo;violeta;219;55;2025-10-13 01:07:26
768;38;1;blanco;verde;593;45;2025-10-13 01:07:27
769;38;1;rojo;azul;562;311;2025-10-13 01:07:28
770;38;1;rojo;violeta;709;444;2025-10-13 01:07:28
771;38;1;rojo;amarillo;717;580;2025-10-13 01:07:29
772;38;1;rojo;verde;288;112;2025-10-13 01:07:30
773;38;1;rojo;verde;304;363;2025-10-13 01:07:31
774;38;1;rojo;amarillo;594;616;2025-10-13 01:07:33
775;38;1;blanco;amarillo;623;211;2025-10-13 01:07:35
776;38;1;rojo;azul;792;385;2025-10-13 01:07:35
777;38;1;rojo;verde;691;168;2025-10-13 01:07:37
778;38;1;rojo;violeta;1060;193;2025-10-13 01:07:39
779;39;1;blanco;azul;211;144;2025-10-13 01:07:46
780;39;1;blanco;azul;605;513;2025-10-13 01:07:47
781;39;1;rojo;verde;667;323;2025-10-13 01:07:47
782;39;1;blanco;azul;770;617;2025-10-13 01:07:48
783;39;1;rojo;verde;882;248;2025-10-13 01:07:48
784;39;1;blanco;violeta;1174;310;2025-10-13 01:07:49
785;39;1;rojo;azul;403;230;2025-10-13 01:07:49
786;39;1;rojo;violeta;452;394;2025-10-13 01:07:50
787;39;1;rojo;verde;405;548;2025-10-13 01:07:51
788;39;1;rojo;amarillo;259;462;2025-10-13 01:07:52
789;39;1;rojo;verde;796;626;2025-10-13 01:07:53
790;39;1;rojo;azul;1006;590;2025-10-13 01:07:54
791;39;1;blanco;amarillo;567;219;2025-10-13 01:07:55
792;39;1;rojo;violeta;1171;621;2025-10-13 01:07:56
793;39;1;rojo;azul;653;236;2025-10-13 01:07:59
794;39;1;rojo;verde;1090;395;2025-10-13 01:08:00
795;39;1;rojo;violeta;865;655;2025-10-13 01:08:01
796;39;1;rojo;violeta;787;453;2025-10-13 01:08:01
797;39;1;rojo;violeta;919;482;2025-10-13 01:08:02
798;39;1;rojo;violeta;1086;535;2025-10-13 01:08:03
799;39;1;rojo;verde;582;467;2025-10-13 01:08:04
800;39;1;rojo;violeta;335;321;2025-10-13 01:08:05
801;39;1;rojo;amarillo;283;116;2025-10-13 01:08:05
802;39;1;rojo;verde;163;225;2025-10-13 01:08:06
803;39;1;blanco;verde;1139;479;2025-10-13 01:08:06
804;39;1;blanco;violeta;283;364;2025-10-13 01:08:09
805;39;1;rojo;violeta;639;473;2025-10-13 01:08:12
806;40;1;blanco;amarillo;793;331;2025-10-13 12:39:04
807;41;1;blanco;violeta;1036;573;2025-10-13 12:41:05
808;41;1;blanco;violeta;989;627;2025-10-13 12:41:05
809;41;1;rojo;violeta;39;39;2025-10-13 12:41:05
810;41;1;blanco;verde;335;558;2025-10-13 12:41:09
811;41;1;rojo;violeta;180;627;2025-10-13 12:41:12
812;41;1;rojo;violeta;273;391;2025-10-13 12:41:13
813;41;1;rojo;azul;51;435;2025-10-13 12:41:14
814;41;1;rojo;azul;174;414;2025-10-13 12:41:15
815;41;1;blanco;azul;295;273;2025-10-13 12:41:16
816;41;1;rojo;violeta;1231;227;2025-10-13 12:41:16
817;41;1;rojo;amarillo;1040;632;2025-10-13 12:41:17
818;41;1;rojo;azul;1002;175;2025-10-13 12:41:18
819;41;1;rojo;violeta;1012;145;2025-10-13 12:41:18
820;41;1;rojo;violeta;548;76;2025-10-13 12:41:19
821;41;1;rojo;amarillo;289;480;2025-10-13 12:41:19
822;41;1;rojo;verde;53;540;2025-10-13 12:41:20
823;41;1;rojo;amarillo;57;521;2025-10-13 12:41:20
824;41;1;rojo;verde;339;588;2025-10-13 12:41:21
825;41;1;rojo;violeta;953;613;2025-10-13 12:41:21
826;41;1;rojo;amarillo;634;142;2025-10-13 12:41:23
827;41;1;blanco;verde;467;649;2025-10-13 12:41:23
828;41;1;rojo;violeta;302;215;2025-10-13 12:41:24
829;41;1;rojo;verde;464;120;2025-10-13 12:41:25
830;41;1;rojo;verde;687;66;2025-10-13 12:41:26
831;41;1;rojo;verde;362;528;2025-10-13 12:41:29
832;41;1;blanco;amarillo;419;471;2025-10-13 12:41:32
833;41;1;rojo;violeta;813;624;2025-10-13 12:41:33
834;41;1;blanco;verde;480;621;2025-10-13 12:41:33
835;42;1;blanco;azul;357;333;2025-10-13 12:41:55
836;42;1;blanco;violeta;275;124;2025-10-13 12:42:04
837;42;1;blanco;verde;289;569;2025-10-13 12:42:06
838;42;1;blanco;verde;990;96;2025-10-13 12:42:08
839;42;1;blanco;verde;968;22;2025-10-13 12:42:08
840;42;1;blanco;verde;968;22;2025-10-13 12:42:08
841;43;1;blanco;amarillo;1141;214;2025-10-13 15:05:28
842;43;1;blanco;verde;1060;236;2025-10-13 15:05:28
843;43;1;blanco;violeta;111;488;2025-10-13 15:05:31
844;43;1;blanco;violeta;886;304;2025-10-13 15:05:37
845;43;1;blanco;amarillo;475;142;2025-10-13 15:05:38
846;43;1;blanco;violeta;899;483;2025-10-13 15:05:45
847;43;1;blanco;amarillo;832;385;2025-10-13 15:05:45
848;43;1;blanco;amarillo;300;585;2025-10-13 15:05:48
849;43;1;rojo;amarillo;240;55;2025-10-13 15:05:48
850;43;1;blanco;azul;877;617;2025-10-13 15:05:53
851;44;1;blanco;violeta;815;395;2025-10-13 15:06:04
852;44;1;blanco;verde;1199;58;2025-10-13 15:06:05
853;44;1;blanco;violeta;1026;300;2025-10-13 15:06:06
854;44;1;blanco;violeta;323;361;2025-10-13 15:06:08
855;44;1;blanco;violeta;230;453;2025-10-13 15:06:11
856;44;1;blanco;amarillo;84;539;2025-10-13 15:06:12
857;44;1;blanco;amarillo;203;595;2025-10-13 15:06:13
858;44;1;blanco;verde;923;160;2025-10-13 15:06:15
859;44;1;rojo;azul;326;180;2025-10-13 15:06:15
860;44;1;rojo;amarillo;293;199;2025-10-13 15:06:15
861;44;1;blanco;azul;746;391;2025-10-13 15:06:18
862;44;1;blanco;amarillo;237;451;2025-10-13 15:06:21
863;44;1;blanco;amarillo;159;376;2025-10-13 15:06:21
864;44;1;rojo;violeta;1128;163;2025-10-13 15:06:24
865;44;1;blanco;amarillo;966;606;2025-10-13 15:06:25
866;44;1;rojo;verde;672;404;2025-10-13 15:06:26
867;44;1;rojo;verde;648;383;2025-10-13 15:06:26
868;45;1;rojo;violeta;506;137;2025-10-13 15:07:13
869;45;1;blanco;verde;547;655;2025-10-13 15:07:13
870;45;1;rojo;violeta;334;309;2025-10-13 15:07:14
871;45;1;rojo;azul;56;212;2025-10-13 15:07:16
872;45;1;rojo;azul;980;487;2025-10-13 15:07:18
873;45;1;rojo;azul;880;523;2025-10-13 15:07:21
874;45;1;rojo;amarillo;1054;462;2025-10-13 15:07:22
875;45;1;rojo;violeta;1027;0;2025-10-13 15:07:22
876;45;1;rojo;violeta;346;228;2025-10-13 15:07:23
877;45;1;blanco;azul;789;137;2025-10-13 15:07:25
878;45;1;rojo;verde;1;569;2025-10-13 15:07:25
879;45;1;rojo;amarillo;1233;169;2025-10-13 15:07:27
880;45;1;rojo;azul;1059;114;2025-10-13 15:07:28
881;45;1;rojo;azul;923;472;2025-10-13 15:07:29
882;45;1;rojo;violeta;827;512;2025-10-13 15:07:29
883;45;1;rojo;azul;844;600;2025-10-13 15:07:29
884;45;1;rojo;verde;716;643;2025-10-13 15:07:30
885;45;1;rojo;violeta;585;108;2025-10-13 15:07:30
886;45;1;rojo;azul;346;114;2025-10-13 15:07:31
887;45;1;blanco;violeta;1141;642;2025-10-13 15:07:31
888;45;1;rojo;amarillo;515;284;2025-10-13 15:07:33
889;45;1;rojo;violeta;982;455;2025-10-13 15:07:36
890;46;1;blanco;violeta;798;141;2025-10-13 15:08:14
891;46;1;blanco;violeta;760;114;2025-10-13 15:08:14
892;46;1;blanco;violeta;760;114;2025-10-13 15:08:14
893;46;1;blanco;amarillo;744;225;2025-10-13 15:08:18
894;46;1;rojo;violeta;1009;83;2025-10-13 15:08:19
895;46;1;blanco;verde;967;454;2025-10-13 15:08:19
896;46;1;rojo;violeta;565;19;2025-10-13 15:08:20
897;46;1;rojo;verde;538;56;2025-10-13 15:08:20
898;46;1;rojo;violeta;907;113;2025-10-13 15:08:22
899;46;1;rojo;amarillo;693;623;2025-10-13 15:08:23
900;46;1;blanco;verde;215;483;2025-10-13 15:08:24
901;46;1;rojo;amarillo;79;671;2025-10-13 15:08:24
902;46;1;rojo;azul;20;656;2025-10-13 15:08:24
903;46;1;rojo;verde;541;670;2025-10-13 15:08:24
904;46;1;rojo;violeta;501;263;2025-10-13 15:08:25
